N,P,K,temperature,humidity,ph,rainfall,season,location,label
124.27,53.49,55.48,21.22,44.83,6.43,59.89,Rabi,Punjab,wheat
76.56,70.83,43.82,29.44,65.04,6.08,36.58,Kharif,Maharashtra,okra
62.27,58.9,17.63,32.24,86.43,6.46,181.3,Annual,Tamil Nadu,papaya
29.02,64.36,31.74,15.41,66.5,7.15,51.32,Rabi,Madhya Pradesh,peas
48.6,68.63,47.15,31.23,90.81,7.19,143.64,Annual,Uttar Pradesh,papaya
105.56,88.43,78.31,14.84,72.96,5.61,53.36,Rabi,West Bengal,cauliflower
135.15,63.97,117.32,30.59,69.15,6.96,187.75,Annual,Telangana,sugarcane
50.64,73.26,91.72,20.16,21.66,6.42,92.26,Rabi,Madhya Pradesh,chickpea
38.18,97.04,171.9,25.53,79.68,5.43,54.18,Annual,Karnataka,grapes
98.35,54.61,58.46,26.23,55.32,6.58,64.78,Kharif,Andhra Pradesh,tomato
32.62,39.29,11.77,19.25,37.03,7.13,40.31,Rabi,Uttar Pradesh,fenugreek
25.68,42.42,17.32,20.77,55.83,6.51,47.93,Rabi,Madhya Pradesh,fenugreek
32.05,57.17,39.29,28.74,73.88,6.21,94.76,Kharif,Madhya Pradesh,soybean
18.62,19.84,66.07,21.4,81.47,5.6,226.14,Annual,Punjab,cardamom
71.37,64.79,44.4,26.67,77.22,6.04,90.79,Annual,Karnataka,banana
44.78,60.81,33.04,30.21,67.1,7.16,96.1,Kharif,Telangana,blackgram
65.68,18.58,62.6,23.87,74.9,4.49,250.67,Annual,West Bengal,tea
109.09,53.89,97.08,23.89,80.91,6.29,91.66,Annual,Maharashtra,sugarcane
16.7,63.05,53.72,18.09,41.66,6.76,40.03,Rabi,Tamil Nadu,peas
65.83,53.74,97.82,27.18,80.39,6.18,168.66,Kharif,Karnataka,turmeric
82.71,43.74,20.57,24.45,80.83,6.65,73.53,Kharif,Telangana,cotton
104.29,17.35,44.6,26.17,84.6,6.92,58.4,Zaid,Andhra Pradesh,watermelon
23.85,23.93,10.33,27.14,50.03,6.98,35.54,Kharif,West Bengal,sesame
23.7,39.24,27.68,18.98,52.13,6.7,65.83,Rabi,Uttar Pradesh,fenugreek
32.31,133.26,207.95,19.79,88.14,6.61,95.76,Rabi,West Bengal,apple
73.11,25.71,28.79,29.55,34.79,7.44,46.43,Kharif,Maharashtra,pearlmillet
15.92,53.39,4.24,17.15,69.21,6.36,46.45,Rabi,West Bengal,lentil
11.38,68.63,78.64,19.8,21.24,7.26,52.2,Rabi,Maharashtra,chickpea
104.32,70.45,32.9,22.86,86.65,5.51,92.51,Annual,Andhra Pradesh,banana
96.69,21.34,63.37,20.04,73.17,5.4,251.53,Annual,Kerala,tea
41.32,19.96,29.88,30.79,38.57,7.13,22.89,Kharif,Uttar Pradesh,pearlmillet
95.54,22.45,43.5,30.18,81.27,6.59,46.56,Zaid,Karnataka,watermelon
92.69,1.61,36.63,26.3,92.24,6.8,28.54,Zaid,Uttar Pradesh,muskmelon
35.66,25.26,28.92,33.52,50.17,5.59,113.53,Annual,Madhya Pradesh,mango
64.63,60.77,110.69,29.41,76.05,5.56,142.94,Kharif,Andhra Pradesh,turmeric
67.8,34.6,18.59,24.36,67.84,6.64,77.64,Kharif,West Bengal,maize
28.63,56.83,7.2,20.01,44.98,6.07,47.47,Rabi,Madhya Pradesh,fenugreek
104.22,20.48,49.3,24.42,90.88,6.91,71.22,Zaid,Telangana,watermelon
120.49,74.38,102.61,15.33,56.19,5.95,79.47,Rabi,Punjab,potato
18.67,50.29,13.34,28.01,86.54,5.86,47.16,Kharif,Maharashtra,mungbean
83.56,29.32,54.81,18.87,82.62,4.9,263.43,Annual,Uttar Pradesh,tea
28.41,29.18,74.99,27.98,83.2,5.99,230.68,Annual,Kerala,blackpepper
113.92,13.59,72.91,24.44,89.54,6.43,82.95,Zaid,Andhra Pradesh,watermelon
68.2,73.44,39.41,20.05,46.14,6.68,71.41,Zaid,Karnataka,sunflower
19.34,138.43,180.51,21.84,78.9,6.03,92.19,Annual,Karnataka,grapes
21.63,113.24,196.31,31.07,83.0,6.09,54.74,Annual,Andhra Pradesh,grapes
108.95,81.8,35.9,26.77,80.88,5.15,109.23,Annual,Karnataka,banana
85.62,58.39,60.11,26.27,74.94,6.86,68.06,Kharif,Maharashtra,tomato
126.97,77.49,119.38,16.51,67.61,5.75,48.75,Rabi,Punjab,potato
59.58,30.11,80.98,28.11,79.74,5.99,179.93,Kharif,Kerala,ginger
28.91,56.45,20.6,19.25,64.38,6.19,61.54,Rabi,Madhya Pradesh,fenugreek
116.51,102.06,92.72,18.5,61.92,6.05,72.24,Rabi,Karnataka,potato
53.0,44.89,98.9,23.47,89.66,5.85,177.44,Kharif,Kerala,ginger
45.51,55.3,26.79,27.08,64.91,7.57,67.82,Zaid,Karnataka,sunflower
93.57,43.74,67.7,24.23,57.25,6.48,24.24,Rabi,Maharashtra,onion
76.0,34.18,7.59,25.81,59.4,5.56,71.14,Kharif,Andhra Pradesh,maize
23.51,82.43,9.49,22.49,43.17,5.58,209.95,Kharif,Madhya Pradesh,pigeonpeas
50.41,38.69,48.85,26.26,61.57,6.46,69.14,Kharif,Karnataka,sorghum
52.94,84.43,25.9,31.13,83.02,5.93,63.03,Kharif,Andhra Pradesh,blackgram
90.8,45.53,54.92,28.69,71.71,6.25,74.83,Kharif,West Bengal,okra
35.57,30.38,61.28,21.34,69.09,6.02,267.64,Annual,Uttar Pradesh,cardamom
85.03,41.79,27.38,20.76,52.69,5.39,42.7,Zaid,Karnataka,cucumber
61.75,21.59,36.34,24.97,75.21,6.06,80.18,Kharif,Kerala,sorghum
82.89,54.02,63.35,22.37,61.21,5.92,47.89,Rabi,Uttar Pradesh,spinach
8.96,60.29,46.16,15.8,62.37,7.03,54.81,Rabi,Punjab,peas
24.53,6.54,32.72,29.14,93.22,6.29,188.63,Annual,Uttar Pradesh,coconut
21.7,47.51,21.1,24.25,52.1,6.91,43.76,Kharif,Karnataka,mothbeans
38.99,57.85,32.98,24.71,51.4,7.18,57.86,Zaid,Karnataka,sunflower
100.65,26.54,30.77,19.31,63.04,6.79,29.63,Rabi,Uttar Pradesh,spinach
102.4,51.14,61.03,22.77,74.56,5.9,61.42,Kharif,Tamil Nadu,brinjal
52.4,41.03,99.43,26.29,80.53,5.83,155.31,Kharif,Kerala,turmeric
54.75,56.97,39.42,30.99,90.34,6.3,127.32,Annual,Andhra Pradesh,papaya
86.32,39.35,18.51,24.29,82.22,6.5,44.85,Zaid,Maharashtra,cucumber
144.9,72.96,28.2,28.68,88.86,8.01,73.96,Kharif,Kerala,cotton
99.48,30.96,43.31,24.09,79.59,6.55,289.17,Kharif,Punjab,rice
27.19,71.7,18.71,22.75,46.6,5.31,164.58,Kharif,Karnataka,pigeonpeas
14.56,12.76,31.41,28.58,73.73,6.83,140.4,Annual,Uttar Pradesh,guava
97.98,48.65,44.13,26.29,92.71,6.04,209.51,Kharif,West Bengal,rice
94.9,28.68,27.07,12.08,47.57,5.99,55.11,Rabi,West Bengal,mustard
10.3,24.23,25.06,25.69,68.9,6.63,73.18,Annual,Uttar Pradesh,guava
19.68,56.28,39.07,17.8,18.55,5.81,64.94,Kharif,Uttar Pradesh,kidneybeans
98.15,38.34,42.32,25.35,83.09,6.55,238.94,Kharif,Tamil Nadu,rice
137.26,61.93,79.67,14.77,71.89,6.62,61.83,Rabi,West Bengal,cauliflower
11.13,72.52,11.37,27.81,86.73,6.83,47.15,Kharif,Maharashtra,mungbean
44.3,60.98,34.98,31.12,93.49,7.3,173.79,Annual,Karnataka,papaya
65.28,35.83,52.66,22.33,54.31,6.76,45.38,Zaid,Maharashtra,sunflower
27.18,82.25,20.81,29.31,56.05,7.15,52.81,Kharif,Kerala,blackgram
60.23,62.25,54.72,34.83,91.63,6.29,190.13,Annual,Tamil Nadu,papaya
87.47,41.02,11.02,27.07,53.2,6.68,156.44,Kharif,Andhra Pradesh,maize
33.74,46.14,10.09,24.11,46.1,6.1,52.29,Rabi,Madhya Pradesh,fenugreek
27.99,44.66,20.94,30.68,68.52,7.4,69.82,Kharif,Andhra Pradesh,blackgram
106.51,58.55,12.54,23.94,82.68,7.25,54.55,Kharif,Telangana,cotton
90.03,30.75,50.68,22.58,83.99,4.47,260.2,Annual,Kerala,tea
52.7,9.19,17.62,36.43,50.25,6.56,49.4,Kharif,Andhra Pradesh,pearlmillet
9.6,150.0,192.49,22.99,84.96,6.44,115.34,Rabi,Madhya Pradesh,apple
150.0,81.76,128.1,23.66,81.33,7.18,105.69,Annual,Kerala,sugarcane
117.78,54.47,31.36,17.94,66.27,5.95,74.0,Rabi,West Bengal,wheat
63.2,75.38,35.61,30.58,89.11,7.23,120.82,Annual,Tamil Nadu,papaya
88.64,57.51,25.51,21.76,56.3,6.3,70.24,Rabi,West Bengal,spinach
120.54,68.71,52.92,21.28,72.63,5.66,133.37,Annual,Maharashtra,banana
20.81,29.1,11.72,28.06,55.46,6.58,55.21,Kharif,Andhra Pradesh,sesame
32.66,135.23,194.41,18.08,90.46,6.18,127.05,Rabi,West Bengal,apple
30.48,9.96,39.44,24.49,94.38,5.8,176.16,Annual,Madhya Pradesh,coconut
29.64,31.5,23.56,22.51,45.22,6.66,50.33,Rabi,Uttar Pradesh,fenugreek
15.02,68.21,24.68,21.47,69.98,6.84,56.8,Rabi,West Bengal,lentil
109.39,60.21,59.45,18.11,57.57,7.26,61.04,Rabi,Kerala,wheat
33.67,61.51,62.81,34.68,60.93,6.45,64.81,Kharif,Karnataka,groundnut
52.69,79.46,98.98,30.87,78.29,6.25,173.75,Kharif,Karnataka,turmeric
41.51,45.95,16.3,21.06,58.17,6.53,100.55,Kharif,Andhra Pradesh,fingermillet
24.28,133.59,188.18,26.46,89.21,6.07,109.76,Rabi,Karnataka,apple
86.53,20.11,66.08,19.96,87.45,6.77,71.92,Zaid,Uttar Pradesh,watermelon
139.21,45.34,116.96,28.73,74.05,6.69,158.31,Annual,Maharashtra,sugarcane
20.12,34.46,18.49,34.34,49.27,5.23,85.65,Annual,Andhra Pradesh,mango
74.16,48.26,29.44,29.72,47.02,6.02,68.82,Kharif,Uttar Pradesh,okra
28.41,6.91,33.72,28.55,92.5,5.83,199.98,Annual,Andhra Pradesh,coconut
82.75,69.07,60.38,18.86,61.29,6.67,26.33,Rabi,Uttar Pradesh,spinach
50.34,36.89,23.79,24.11,64.9,7.28,71.31,Kharif,Karnataka,fingermillet
19.37,3.34,9.54,23.95,92.55,6.78,102.45,Annual,Madhya Pradesh,orange
37.42,59.44,35.36,20.21,70.99,6.22,77.36,Kharif,Maharashtra,soybean
128.74,69.96,127.22,13.37,74.34,5.46,61.45,Rabi,Punjab,potato
62.65,55.51,95.96,29.09,77.29,6.17,165.09,Kharif,Karnataka,ginger
11.85,16.21,20.45,19.75,88.95,5.86,119.96,Annual,Maharashtra,pomegranate
65.68,65.44,56.13,22.53,57.7,7.04,59.89,Zaid,Karnataka,sunflower
38.22,40.08,68.24,25.59,75.63,5.92,158.86,Annual,Karnataka,blackpepper
113.2,21.4,58.84,29.35,94.22,6.11,43.1,Zaid,Punjab,muskmelon
31.63,56.01,20.11,29.85,60.0,7.14,79.12,Kharif,Andhra Pradesh,blackgram
79.17,43.61,14.43,26.76,51.96,6.14,53.74,Kharif,Andhra Pradesh,sorghum
75.94,37.64,14.12,25.94,64.91,6.06,74.24,Kharif,Andhra Pradesh,maize
88.69,41.93,32.46,21.9,75.78,5.84,227.17,Kharif,Punjab,rice
98.15,94.78,53.62,27.12,80.74,6.63,109.32,Annual,Karnataka,banana
60.87,56.84,96.68,26.91,81.86,5.18,238.08,Kharif,Kerala,ginger
93.19,29.02,28.55,19.74,73.31,7.09,143.41,Annual,Tamil Nadu,coffee
150.0,52.98,144.19,26.28,68.59,6.6,166.98,Annual,Maharashtra,sugarcane
64.32,50.42,111.7,28.16,82.0,6.31,208.09,Kharif,Kerala,ginger
73.34,42.59,70.28,18.01,56.31,6.25,40.33,Rabi,Kerala,onion
126.68,31.23,54.72,25.45,84.06,6.25,247.79,Kharif,Punjab,rice
68.42,50.46,111.55,23.04,78.88,5.58,208.94,Kharif,Andhra Pradesh,ginger
105.24,61.12,66.82,13.42,62.95,6.62,44.87,Rabi,Madhya Pradesh,cauliflower
18.09,55.9,14.74,24.83,59.46,5.72,60.45,Rabi,Maharashtra,lentil
101.5,20.44,42.65,23.84,78.32,7.09,56.75,Zaid,Kerala,watermelon
76.1,44.98,34.41,25.26,61.33,6.74,21.0,Kharif,Maharashtra,sorghum
66.19,27.12,26.76,33.9,45.67,6.9,77.6,Kharif,Tamil Nadu,sorghum
127.73,0.41,51.77,27.12,87.21,7.11,69.61,Zaid,West Bengal,watermelon
94.45,47.75,57.21,13.73,58.61,5.57,21.71,Rabi,Madhya Pradesh,onion
65.21,48.03,25.9,27.46,64.22,5.8,44.57,Zaid,Karnataka,cucumber
62.23,54.64,87.05,23.25,54.69,6.07,43.62,Rabi,Karnataka,carrot
88.27,51.97,40.36,28.43,87.01,7.06,161.41,Kharif,West Bengal,jute
29.69,48.41,27.07,21.52,48.66,6.31,25.52,Rabi,Madhya Pradesh,fenugreek
116.67,55.89,43.0,16.67,74.28,6.26,83.27,Rabi,Punjab,wheat
54.67,37.0,36.31,26.2,65.98,5.77,64.54,Kharif,Karnataka,sorghum
17.98,29.47,30.31,23.64,58.55,6.63,89.67,Annual,Uttar Pradesh,guava
27.83,33.48,59.67,24.36,82.16,6.16,251.4,Annual,Maharashtra,cardamom
17.82,12.11,24.94,27.35,92.91,6.5,241.98,Annual,Tamil Nadu,coconut
24.43,32.56,21.96,27.82,91.15,6.43,46.38,Kharif,Punjab,mungbean
107.67,85.6,42.51,26.57,74.08,6.1,124.03,Annual,Andhra Pradesh,banana
128.29,48.6,66.25,18.25,55.81,6.45,51.82,Rabi,West Bengal,cabbage
119.48,35.82,69.64,18.68,73.23,4.84,48.62,Rabi,West Bengal,cabbage
106.48,67.32,65.97,25.76,67.16,6.58,53.59,Kharif,Karnataka,brinjal
82.94,48.67,58.33,24.73,68.35,5.96,77.65,Kharif,Andhra Pradesh,okra
72.69,33.0,52.33,19.47,51.08,6.94,48.17,Rabi,Maharashtra,onion
39.91,44.3,64.89,24.19,14.2,6.75,79.59,Rabi,Uttar Pradesh,chickpea
107.16,39.17,29.32,26.56,56.59,7.21,137.48,Annual,Karnataka,coffee
120.77,18.77,42.25,23.64,89.26,6.1,34.36,Zaid,Punjab,muskmelon
112.92,47.5,26.35,23.55,52.05,6.52,37.82,Rabi,Uttar Pradesh,mustard
73.53,32.97,47.21,14.93,58.23,6.36,41.4,Rabi,Karnataka,onion
22.67,39.1,19.7,14.94,21.61,5.26,113.48,Kharif,Uttar Pradesh,kidneybeans
65.91,33.68,51.19,11.31,44.18,5.65,59.69,Rabi,Madhya Pradesh,garlic
77.5,29.1,19.27,21.65,79.71,6.08,300.0,Kharif,Andhra Pradesh,rice
29.51,61.25,25.85,21.71,48.05,5.92,184.67,Kharif,Madhya Pradesh,pigeonpeas
43.89,60.44,54.81,23.36,25.61,8.05,82.18,Rabi,West Bengal,chickpea
26.25,23.57,14.06,27.77,93.2,5.63,174.44,Annual,Kerala,coconut
66.4,31.78,41.2,24.11,65.93,6.22,54.15,Zaid,West Bengal,cucumber
16.95,56.86,11.72,22.38,65.21,6.62,37.23,Rabi,Uttar Pradesh,lentil
64.99,29.49,27.64,19.39,51.43,5.96,85.37,Kharif,Andhra Pradesh,fingermillet
109.89,71.47,117.37,19.34,52.29,5.18,51.34,Rabi,Punjab,potato
94.55,6.6,45.0,25.99,84.57,6.52,60.98,Zaid,Karnataka,watermelon
116.79,59.08,54.41,14.46,78.11,6.5,44.4,Rabi,West Bengal,cauliflower
123.95,78.76,66.54,22.86,69.33,6.01,68.92,Rabi,Uttar Pradesh,cabbage
109.64,57.48,47.32,21.46,62.37,6.61,57.26,Kharif,Tamil Nadu,tomato
92.43,32.38,71.66,22.56,82.0,4.46,174.09,Annual,Kerala,tea
90.58,32.74,33.24,17.2,50.16,6.48,50.54,Rabi,Punjab,mustard
141.58,46.33,31.22,32.96,77.54,6.3,74.69,Kharif,Telangana,cotton
67.59,67.18,33.1,20.23,46.97,7.08,81.32,Zaid,Karnataka,sunflower
52.31,30.48,71.91,21.22,78.27,6.7,224.63,Annual,Tamil Nadu,cardamom
118.12,83.6,54.61,21.15,78.07,6.12,56.43,Rabi,Uttar Pradesh,cabbage
31.99,137.02,209.26,23.11,90.63,5.27,116.3,Rabi,Tamil Nadu,apple
27.95,141.87,149.34,21.22,86.91,6.35,133.05,Rabi,Telangana,apple
131.3,54.16,73.66,19.85,71.63,6.54,62.42,Rabi,West Bengal,cabbage
61.4,28.71,33.8,23.9,62.55,6.69,80.3,Kharif,Maharashtra,sorghum
2.72,115.74,194.67,26.48,91.56,5.31,107.1,Rabi,Andhra Pradesh,apple
21.26,21.11,37.45,23.29,75.0,6.53,134.19,Annual,Madhya Pradesh,guava
32.72,38.13,25.88,29.81,42.63,5.25,94.99,Annual,Karnataka,mango
119.2,55.96,56.05,25.07,56.6,5.72,69.12,Rabi,Uttar Pradesh,cabbage
125.94,19.0,60.6,21.37,84.82,6.37,55.14,Zaid,Uttar Pradesh,watermelon
19.04,39.61,23.27,24.29,57.81,7.18,49.98,Rabi,Uttar Pradesh,fenugreek
79.86,53.5,31.56,22.55,81.91,6.97,187.97,Kharif,West Bengal,jute
8.31,98.5,203.37,21.59,86.59,5.22,150.61,Rabi,West Bengal,apple
14.43,52.95,25.82,18.51,12.66,5.71,75.12,Kharif,Madhya Pradesh,kidneybeans
48.98,29.83,63.31,28.28,92.73,4.89,197.31,Annual,Kerala,blackpepper
82.96,53.47,44.74,27.07,72.27,7.03,83.77,Kharif,Maharashtra,okra
34.35,37.98,25.25,22.85,49.82,6.9,33.4,Rabi,West Bengal,coriander
25.85,40.84,57.19,25.85,61.16,6.55,88.38,Kharif,Madhya Pradesh,soybean
63.13,20.5,27.23,24.9,52.29,5.92,66.55,Kharif,Karnataka,fingermillet
125.94,80.4,124.55,16.24,74.44,5.34,98.19,Rabi,Punjab,potato
80.78,57.01,32.75,18.64,60.34,6.19,44.85,Rabi,Uttar Pradesh,spinach
23.47,55.47,20.33,20.62,51.66,6.73,48.52,Rabi,Uttar Pradesh,fenugreek
82.39,37.37,53.7,24.36,84.35,6.42,156.08,Kharif,West Bengal,jute
104.92,30.11,21.08,17.41,47.33,6.29,27.51,Rabi,Madhya Pradesh,mustard
85.93,6.89,66.46,26.54,87.24,6.36,54.02,Zaid,Andhra Pradesh,watermelon
23.06,67.78,26.8,24.87,66.95,5.61,123.75,Kharif,Uttar Pradesh,pigeonpeas
62.46,34.69,42.33,21.37,51.46,6.58,39.0,Rabi,Telangana,mustard
19.93,36.8,23.57,31.6,51.64,6.09,137.65,Kharif,Madhya Pradesh,pigeonpeas
27.21,31.36,26.5,20.79,58.08,6.53,51.46,Rabi,Uttar Pradesh,fenugreek
37.11,116.08,204.97,19.64,78.21,6.11,66.83,Annual,Karnataka,grapes
95.06,41.07,2.16,25.19,61.44,7.55,113.49,Annual,Karnataka,coffee
91.83,28.99,18.09,23.54,75.74,5.92,24.02,Kharif,Karnataka,maize
8.72,33.35,32.06,31.46,65.6,5.51,101.85,Annual,Andhra Pradesh,mango
82.98,27.41,6.08,25.79,91.07,5.88,64.35,Kharif,Punjab,cotton
123.76,75.21,62.94,26.98,65.41,6.63,40.39,Kharif,Karnataka,tomato
25.97,43.33,10.67,33.54,52.83,6.76,43.92,Kharif,Maharashtra,mothbeans
56.85,58.79,97.67,28.7,83.89,5.97,141.26,Kharif,Karnataka,turmeric
22.75,57.77,29.39,16.59,46.37,6.65,43.09,Rabi,Punjab,peas
51.29,29.65,79.96,32.36,80.23,5.43,134.95,Kharif,Andhra Pradesh,turmeric
41.59,41.26,23.85,20.99,45.57,6.12,42.98,Rabi,Uttar Pradesh,fenugreek
27.72,33.66,29.94,27.21,43.96,6.9,46.96,Kharif,Karnataka,mothbeans
81.0,52.49,98.96,25.75,79.21,5.48,187.47,Kharif,Kerala,ginger
32.96,147.75,179.65,23.43,78.76,5.44,48.19,Annual,Karnataka,grapes
32.11,49.15,42.1,22.07,70.62,6.24,111.02,Kharif,Madhya Pradesh,soybean
35.34,39.95,59.91,35.21,70.4,6.77,86.02,Kharif,Karnataka,groundnut
91.21,44.26,21.27,14.34,51.15,5.9,29.78,Rabi,West Bengal,mustard
20.66,52.95,34.85,29.21,55.35,6.97,96.96,Kharif,Tamil Nadu,groundnut
67.78,63.0,130.71,24.06,79.44,5.36,173.97,Kharif,Kerala,ginger
64.84,77.87,37.44,26.67,57.53,6.88,79.96,Zaid,Karnataka,sunflower
91.58,70.77,39.22,26.0,60.66,6.03,37.33,Rabi,Uttar Pradesh,spinach
44.13,61.81,93.08,30.72,88.43,6.0,127.62,Kharif,Kerala,ginger
60.47,54.17,67.61,29.16,86.18,6.08,103.7,Annual,Maharashtra,papaya
67.02,36.33,26.79,21.1,59.33,6.95,41.92,Rabi,Andhra Pradesh,mustard
91.79,62.26,44.8,27.78,76.29,6.64,235.13,Kharif,West Bengal,jute
19.68,20.34,27.92,21.9,75.45,6.46,107.23,Annual,Uttar Pradesh,guava
139.2,56.54,134.73,29.41,82.67,7.07,115.99,Annual,West Bengal,sugarcane
19.71,13.74,12.74,28.72,97.19,5.65,200.75,Annual,Kerala,coconut
77.75,41.33,48.45,27.18,55.4,6.64,76.31,Kharif,Kerala,okra
150.0,83.73,121.76,27.65,74.44,6.77,163.63,Annual,Uttar Pradesh,sugarcane
29.53,33.78,53.99,27.54,87.55,5.66,181.25,Annual,Karnataka,blackpepper
91.66,45.01,54.73,17.65,74.91,5.73,215.47,Kharif,Andhra Pradesh,rice
66.08,53.65,44.88,20.41,62.52,6.25,25.13,Rabi,Telangana,garlic
96.69,25.48,40.85,21.29,88.59,6.5,22.5,Zaid,Punjab,muskmelon
83.12,20.17,42.58,27.57,98.83,5.84,22.21,Zaid,Andhra Pradesh,muskmelon
117.59,40.65,31.62,22.09,50.95,7.35,108.45,Annual,West Bengal,coffee
72.53,47.7,49.72,22.97,58.09,6.03,35.58,Rabi,Uttar Pradesh,garlic
78.78,31.08,71.14,20.54,66.35,5.62,42.46,Rabi,Andhra Pradesh,onion
133.82,55.45,47.51,14.81,67.89,6.16,56.69,Rabi,Tamil Nadu,cabbage
33.0,38.66,18.25,22.7,51.41,7.25,32.16,Rabi,Uttar Pradesh,fenugreek
72.97,54.08,56.87,19.71,59.72,6.44,50.37,Zaid,Andhra Pradesh,sunflower
61.82,75.21,49.59,22.44,51.04,6.42,48.87,Zaid,Maharashtra,sunflower
18.93,77.93,6.36,14.16,46.73,7.29,55.11,Rabi,Punjab,lentil
114.1,12.99,53.08,25.59,83.16,6.15,43.59,Zaid,Karnataka,watermelon
76.45,49.9,52.57,19.78,50.75,6.59,64.79,Rabi,Maharashtra,onion
26.26,19.05,17.7,20.6,96.27,7.21,111.07,Annual,Maharashtra,orange
14.97,24.5,50.25,20.81,89.53,7.2,104.59,Annual,Maharashtra,pomegranate
54.71,40.15,77.8,29.22,81.65,6.22,190.94,Kharif,Punjab,ginger
10.14,68.76,13.53,17.83,74.22,7.17,61.95,Rabi,Madhya Pradesh,lentil
1.83,39.59,1.4,27.81,38.91,6.28,51.26,Kharif,Tamil Nadu,sesame
107.51,22.76,42.27,25.57,91.86,5.78,20.23,Zaid,Uttar Pradesh,muskmelon
87.84,27.93,63.82,21.3,66.32,6.04,59.36,Rabi,Karnataka,onion
104.88,18.83,52.95,28.0,92.6,6.7,20.34,Zaid,Uttar Pradesh,muskmelon
116.81,79.92,112.04,19.96,59.49,5.63,49.83,Rabi,Punjab,potato
34.34,54.5,39.5,27.25,82.36,6.62,69.93,Kharif,Maharashtra,soybean
30.3,74.92,14.59,16.62,67.4,6.82,51.65,Rabi,Uttar Pradesh,lentil
110.12,17.13,32.07,26.48,57.69,6.93,156.45,Annual,Madhya Pradesh,coffee
136.12,70.54,38.28,26.53,67.4,6.24,77.53,Rabi,Uttar Pradesh,wheat
18.21,12.26,36.47,24.13,98.34,6.12,218.76,Annual,Kerala,coconut
119.7,83.03,116.41,20.15,72.64,5.27,78.91,Rabi,West Bengal,potato
36.77,34.8,68.54,23.18,89.24,5.33,247.76,Annual,Karnataka,cardamom
19.31,150.0,200.26,21.53,77.57,5.47,83.12,Annual,Karnataka,grapes
88.52,50.82,55.47,18.93,60.32,6.47,58.62,Rabi,Uttar Pradesh,garlic
72.24,43.03,60.55,28.1,76.47,7.29,146.95,Kharif,West Bengal,jute
32.34,60.2,100.92,23.07,13.66,7.95,60.19,Rabi,Uttar Pradesh,chickpea
67.91,26.4,23.13,26.18,64.85,6.58,87.2,Kharif,Andhra Pradesh,maize
33.02,49.15,0.0,28.79,58.43,7.3,40.43,Kharif,Andhra Pradesh,blackgram
105.56,16.12,35.04,25.91,86.33,6.14,29.7,Zaid,Telangana,watermelon
94.46,65.74,52.93,22.66,73.19,5.59,63.41,Kharif,Karnataka,tomato
39.47,58.17,38.28,27.12,57.52,6.87,111.01,Kharif,Maharashtra,soybean
14.5,49.13,18.9,22.22,38.44,6.23,36.76,Kharif,Madhya Pradesh,mothbeans
71.56,9.21,56.7,29.66,87.77,6.62,38.27,Zaid,Uttar Pradesh,muskmelon
87.79,41.35,62.44,16.51,63.16,6.44,41.72,Rabi,Madhya Pradesh,onion
25.27,91.41,21.99,25.41,41.88,4.88,141.64,Kharif,Madhya Pradesh,pigeonpeas
101.01,29.53,13.61,24.85,66.12,6.35,107.78,Kharif,Madhya Pradesh,maize
60.06,30.67,95.89,22.62,81.03,5.55,190.73,Kharif,Uttar Pradesh,ginger
80.55,78.0,46.26,32.79,81.1,6.31,102.05,Annual,Karnataka,banana
44.16,56.92,115.49,29.67,84.14,5.89,186.57,Kharif,Tamil Nadu,ginger
128.6,55.18,39.22,19.27,46.93,6.85,75.33,Rabi,Karnataka,wheat
113.44,24.53,54.89,27.9,77.12,6.46,28.78,Zaid,Andhra Pradesh,watermelon
16.93,135.67,210.0,18.76,88.49,5.77,75.19,Annual,Maharashtra,grapes
29.45,36.18,28.03,23.65,57.52,6.57,90.78,Kharif,Uttar Pradesh,fingermillet
54.52,44.92,99.81,19.74,54.32,6.79,55.91,Rabi,Andhra Pradesh,carrot
89.64,36.36,53.7,18.93,63.91,6.65,69.6,Rabi,Maharashtra,onion
96.33,46.79,38.9,21.84,69.05,5.99,57.1,Rabi,West Bengal,spinach
24.97,72.73,15.71,22.79,45.66,6.35,134.38,Kharif,Maharashtra,pigeonpeas
65.45,39.14,25.51,25.91,63.63,6.62,65.42,Kharif,Maharashtra,sorghum
43.77,29.34,28.72,19.07,55.64,6.41,95.37,Kharif,Tamil Nadu,fingermillet
90.66,14.72,56.91,26.21,89.12,6.35,72.63,Zaid,Karnataka,watermelon
26.94,3.61,19.08,24.72,84.28,6.56,103.34,Annual,Uttar Pradesh,guava
46.93,32.56,14.7,22.06,64.13,6.76,55.62,Rabi,Andhra Pradesh,coriander
99.83,59.62,59.68,13.96,74.1,5.13,66.79,Rabi,Uttar Pradesh,cauliflower
86.43,31.14,27.54,28.72,67.03,6.82,32.05,Rabi,Uttar Pradesh,mustard
74.09,71.11,52.43,21.59,40.96,5.96,38.49,Rabi,Uttar Pradesh,garlic
20.55,9.18,23.36,26.09,93.68,6.45,198.89,Annual,Karnataka,coconut
73.18,41.25,21.02,28.05,56.02,7.66,103.71,Kharif,Maharashtra,sorghum
23.0,15.25,41.84,21.71,80.28,6.72,108.0,Annual,Maharashtra,pomegranate
16.47,23.53,36.78,25.43,58.78,6.87,85.56,Annual,West Bengal,guava
